1.338,1.5527
0.052876,1.2299
0.60278,0.60278
0.77677,0.72806
0.13293,0.073021
0.27123,0.52394
0.14501,0.14501
0.49637,0.22673
0.24102,0.34316
0.085658,0.085658
0.00099508,0.00099508
0.57309,0.22733
0.50153,0.025066
0.66653,0.027905
0.10328,0.10328
0.47586,0.4558
0.076888,0.076888
0.13387,0.075906
0.12452,0.09859
0.035327,0.46397
0.073401,0.073401
5.2723,0.57208
0.18005,0.084936
0.74231,0.28295
0.087126,0.087126
0.1941,0.19237
0.0004415,0.0004415
0.42509,0.21971
0.013698,0.013698
0.62965,0.62965
0.42912,0.042589
1.2591,0.079389
0.87184,0.0057865
0.16381,1.4258
0.75273,0.074475
1.1348,0.35949
0.13246,0.13246
0.97036,0.97036
0.14536,0.015228
0.76655,0.36803
0.18115,0.051336
0.014952,0.014952
2.0597,0.022998
0.15293,0.15293
1.1331,0.13028
0.24663,0.18834
0.18126,0.18126
0.30167,0.062396
0.69989,0.10385
0.39043,0.0077209
0.67552,0.041833
0.15216,0.12857
0.45551,0.45551
0.046445,0.046445
0.13974,0.13974
0.69767,0.47405
3.4852,0.43404
0.30801,0.10556
1.1716,0.05707
2.7975,0.39208
0.0066991,0.0066991
0.012117,0.25581
1.3745,0.37612
0.097341,0.31464
0.90945,0.62807
0.22769,0.27887
0.51011,0.51011
0.17116,0.12608
0.075045,0.075045
0.59176,0.59176
0.1166,0.1166
0.66808,0.26331
0.6725,0.063827
1.7005,0.35586
0.10926,0.2103
0.68999,0.68999
0.031778,0.202
0.19501,0.59077
0.088194,0.088194
1.7127,0.77049
0.81503,0.2396
0.0036525,0.0036525
0.85839,0.85839
0.56889,0.5433
0.19354,0.21965
0.16557,0.11542
0.27962,0.27962
0.19804,0.19804
0.045283,0.045283
0.34334,0.34334
0.38347,0.0051993
0.45679,0.31552
0.10053,0.18957
0.069467,0.29944
0.15733,0.15733
0.3596,0.3596
0.11341,0.11341
0.61053,0.24942
1.2189,0.35986
0.7684,0.7684
0.69856,1.25
0.19071,0.19071
0.02076,0.02076
0.6245,0.13295
0.26799,0.26799
0.10104,0.052807
0.11012,0.027813
0.24347,0.46385
0.19949,0.1914
0.92148,0.11059
0.79291,0.018203
0.73651,0.25004
0.47151,0.47151
0.0053046,0.0053046
1.9796,0.78622
2.0001,0.092517
0.19322,0.19322
0.060277,0.060277
0.15733,0.11469
0.55345,0.088994
0.042537,0.042537
0.067836,0.067836
0.55753,0.11886
1.2421,0.21826
0.18846,0.18846
0.070851,0.070851
0.16537,0.70876
0.022308,0.022308
0.017659,0.017659
0.4722,0.30862
0.081924,1.3538
0.90726,0.13329
0.45866,0.45866
0.0041376,0.0041376
0.55303,0.8501
0.5409,0.079025
0.078157,0.078157
0.10005,0.018259
0.58051,0.17855
0.30865,0.17382
1.0334,1.0334
0.51265,0.3552
0.095434,0.095434
0.054677,0.054677
0.025214,0.24429
0.062332,0.15632
0.4268,0.24009
0.19896,0.10502
0.82558,0.23369
0.19179,0.19179
0.071927,0.14878
0.29249,0.29249
0.21061,0.21061
0.050076,0.0035676
0.14421,0.41613
1.8565,0.48201
0.07798,0.45228
1.3991,0.79512
0.72497,0.39689
0.024791,0.024791
0.067235,0.067235
0.13038,0.13038
0.35815,0.1235
1.88,0.53475
0.81499,0.36002
0.021506,0.021506
0.039217,0.039217
0.10859,0.13035
0.3382,0.72335
0.53804,0.059807
0.10606,0.10606
0.43705,0.43705
0.41973,0.04655
0.62384,0.62384
0.39613,0.8816
0.11024,0.11024
0.95876,0.65262
0.017002,0.017002
0.073403,0.089362
0.14615,0.28324
0.060352,0.060352
0.17721,0.17721
0.16061,0.16061
0.16824,0.16824
1.2916,1.2916
0.81999,0.083864
0.27056,0.045836
3.9434,0.10267
0.16214,0.039849
0.11739,0.11739
1.0398,0.10261
0.18331,0.18331
1.1311,0.30329
0.093252,0.093252
0.34819,0.41083
0.38429,0.38429
0.22388,0.22388
1.4749,0.06912
0.25168,0.082723
0.17822,0.01136
0.50845,0.99741
0.21274,0.21274
0.055716,0.055472
1.276,0.07763
0.30732,0.46906
0.75054,0.40108
0.19732,0.045419
0.028387,0.028387
0.053923,0.053923
0.39338,0.89008
0.012441,0.012441
0.66056,0.69796
0.10084,0.21692
0.025023,0.025023
0.22136,0.22136
0.28254,0.043125
0.84174,0.18079
0.58506,0.58506
2.4602,0.0559
0.14038,1.1644
0.49446,0.8544
0.026731,0.058488
0.07319,0.07319
0.33301,0.33301
0.032559,0.067086
0.57568,0.00079334
0.33226,0.070269
0.091703,0.091703
0.70594,0.25397
0.37404,0.37636
0.2249,0.25457
0.33592,0.33592
0.1446,0.11237
0.30628,0.30628
