0.097234,0.48807
0.21109,0.21109
0.5411,0.37473
1.3686,0.20374
0.18469,0.18469
0.84244,0.70961
0.37382,0.30578
0.3253,0.031362
0.14561,0.023922
0.01149,0.01149
0.12761,0.12761
0.31454,0.80742
0.018244,0.33529
0.0030195,0.0030195
0.071704,0.17241
1.0046,0.013907
0.24015,0.24015
0.95265,0.11516
0.029281,0.029281
0.49324,0.49324
0.10406,0.14609
0.80917,0.80917
0.034371,0.24243
0.26979,0.051493
0.087848,0.035938
0.22931,0.22931
0.56953,0.41253
0.29001,0.26684
0.52501,0.2889
0.36005,0.28738
0.3789,0.079434
0.9501,0.31829
0.38961,0.12714
6.5497,0.56604
0.029376,0.22213
0.11234,0.11234
0.086352,0.25018
0.085577,0.085577
0.060177,0.2553
0.27114,0.27114
0.36587,0.21137
0.56999,0.054328
0.69392,0.05094
0.077619,0.077619
2.4843,0.68064
0.4015,0.13601
0.28205,0.22616
1.0272,0.10984
0.23471,0.069802
0.077707,0.10249
0.020738,0.020738
0.10119,0.76645
0.3833,0.0060251
0.049692,0.32839
0.46706,0.16317
0.11698,0.11698
0.05817,0.05817
0.13085,0.13085
0.043665,0.043665
0.06703,0.18264
0.10739,0.10739
0.080713,0.33868
0.19276,0.085042
0.20662,0.20094
0.051195,0.051195
1.8208,0.29424
0.097006,0.29301
1.2,1.0338
0.46419,0.16952
0.63556,0.42387
0.053323,0.053323
0.32616,0.24675
0.20403,0.01875
0.16082,0.16082
0.5212,0.5212
0.14082,0.14082
0.0089758,0.0089758
1.02,0.35059
0.54877,0.13663
1.033,0.044647
0.4885,0.4885
0.020813,0.13521
0.48121,0.40005
1.5548,0.29807
0.19068,0.42704
0.28058,0.31895
0.091104,1.1104
0.35821,0.22366
1.0436,0.21148
0.042268,0.042268
0.34471,0.34471
0.50989,0.2324
0.40308,0.3662
1.2754,0.73
0.2238,0.022806
0.69181,0.21727
0.13263,0.82512
0.79816,0.13034
0.46867,0.19596
0.027046,0.027046
1.2141,0.0061238
0.75274,0.057978
0.11266,0.66776
0.24304,0.089179
1.4632,0.040871
0.052456,0.052456
1.5813,0.58375
0.026592,0.026592
0.58303,0.51372
0.78908,0.13301
0.44933,0.078457
0.46818,0.016022
0.15366,0.15366
0.19215,0.19215
0.088113,0.088113
0.048027,0.048027
3.1363,0.040833
0.33427,0.066224
1.026,0.2636
0.23714,0.35476
0.039305,0.039305
0.22277,0.1553
1.7717,0.22838
0.36189,0.36189
0.55175,0.019415
0.64476,0.64476
0.67001,0.67001
0.13398,0.50438
0.11696,0.11696
0.23588,0.23588
0.26101,0.064825
0.15584,0.15584
0.67446,0.26718
