0.37761,1.102,5.4509
0.59314,0.75735,5.3787
0.83626,0.37396,5.1325
0.40897,0.40897,5.2045
0.10034,0.14585,5.2255
0.23815,0.88487,5.5888
0.025244,0.50227,6.8484
1.5431,0.47119,5.8434
1.8877,0.35164,5.5791
0.12861,0.10922,5.0643
0.40755,1.5242,6.5239
0.061874,0.061874,5.0309
0.21757,1.5134,5.1622
1.5784,1.5448,5.1209
1.0311,0.21939,5.5899
0.96242,0.069042,6.1039
4.5078,0.62355,6.2412
0.032178,1.6213,5.0713
1.4417,0.91485,5.2248
2.218,0.20638,5.2301
1.3707,0.22472,5.1364
1.204,0.22815,5.602
0.10056,0.10056,5.0503
0.22965,0.22965,5.1148
0.10444,0.31103,5.2388
0.7448,3.571,5.2572
0.11306,2.2778,5.4757
0.52408,0.71426,5.4887
0.073653,0.19697,5.0579
4.7321,2.2638,5.394
1.1619,0.082524,5.2651
12.627,0.41902,5.4654
0.16067,0.16067,5.0803
0.82947,0.78513,5.5201
0.049096,0.59139,5.0924
1.616,0.051312,5.1156
0.078415,0.30972,5.0155
0.92465,1.0562,5.4019
0.48038,0.48038,5.0642
3.1077,0.30643,5.4968
0.52519,0.52519,5.259
0.080315,0.49227,5.3061
0.39003,0.55247,5.1998
0.13846,0.049997,5.0692
1.5034,0.46253,5.1882
0.86977,0.16206,5.4349
1.2787,0.98357,5.6738
0.65177,0.65177,5.3259
0.30535,0.056713,6.3487
0.266,0.36967,5.287
0.00083746,0.00083746,5.0004
0.0058723,0.0058723,5.0029
0.62187,0.18901,5.0123
0.082666,0.082666,5.0413
0.6133,0.2226,6.1602
0.47407,0.47407,5.2099
0.39135,0.39135,5.1957
2.4122,2.4653,5.6877
0.40467,0.43408,6.3768
0.10329,0.39015,6.5952
0.084283,0.69301,5.1763
1.0125,0.43209,5.0627
0.49831,0.051194,5.5999
2.1264,0.4386,5.0886
0.048199,1.2727,5.0278
1.2786,0.52183,5.2654
0.45991,0.12486,5.9721
0.0063201,0.14766,5.1204
5.0989,0.56961,5.3241
0.22374,2.5346,5.4191
0.094963,0.024455,5.0475
2.511,0.12288,5.6386
0.27481,0.1162,5.0095
2.5014,0.50066,6.2507
3.1712,0.34677,5.2288
0.32388,1.269,5.1024
2.4299,0.10388,5.1726
0.053959,0.053959,5.027
0.16041,0.66034,5.3455
2.2868,1.5358,7.1191
3.7982,0.73112,5.1816
1.3458,1.0973,5.5042
0.54747,1.1489,5.1934
0.23205,0.75943,6.8789
0.86358,0.1994,6.0257
0.35344,0.10707,5.5358
0.11185,0.49613,5.3316
0.22188,0.35154,5.2987
0.14367,0.032809,5.6261
0.29508,0.022639,5.2517
1.0261,0.78886,5.0306
0.24995,0.24995,5.125
2.0537,0.1435,7.5319
0.16531,1.2449,5.551
0.13332,0.43303,5.1212
0.19049,1.057,5.5496
0.66888,0.70113,5.6388
0.3852,1.0674,5.2168
0.48326,0.48326,5.2416
0.41875,0.09269,5.2094
0.31338,1.2184,5.9434
1.0986,0.062846,5.5493
0.14621,0.14621,5.0731
0.46022,0.48885,5.2444
1.4522,0.11481,5.8381
