0.44143,0.14065,5.0022,11.011
0.62392,0.16798,5.1287,10.624
1.3346,0.6401,5.1733,11.335
0.1712,2.4407,5.8368,11.604
0.47902,0.47902,5.2395,10.044
1.8947,2.1183,5.714,13.105
0.36564,0.36564,5.1828,10.366
0.6908,0.43323,5.3454,10.156
1.2686,0.085961,5.561,12.144
0.4955,0.61012,5.3051,10.61
1.1743,0.70644,5.5872,11.077
0.33112,0.28678,5.1827,10.848
0.11361,0.24504,5.0676,12.87
0.057471,0.057471,5.0287,10.057
0.90279,1.7215,5.419,13.408
0.20997,0.60531,5.1376,10.408
0.95204,1.7501,5.5426,11.551
0.16424,0.16424,5.0821,10.005
8.6885,0.55586,5.0272,10.456
0.48274,0.56549,5.1793,10.715
0.65676,0.77365,6.0671,10.373
0.80051,0.23021,5.2567,10.801
0.030456,0.030456,5.0152,10.03
1.3885,0.2859,5.4092,12.718
0.12216,0.12216,5.0611,10.122
0.071087,0.33661,5.2296,11.546
0.39485,3.2244,6.6122,10.558
0.81161,1.1891,6.9303,13.488
1.4732,0.43514,6.1979,10.21
1.8024,1.7295,5.9012,10.254
0.9928,0.52224,5.0118,10.993
0.77959,0.61354,5.3637,10.658
0.32267,1.1447,5.853,11.145
0.23451,0.22367,5.268,10.536
0.29209,0.31265,5.0707,10.313
0.88433,1.1902,5.2242,10.682
1.2388,0.50897,5.1828,11.226
0.10805,0.88022,5.1386,10.192
0.59552,2.3361,5.5,11.375
1.0515,0.29053,5.3734,10.306
1.3833,0.24776,5.1661,10.874
2.2925,0.75664,6.9491,11.037
0.085124,0.13893,5.5512,11.102
0.17774,0.16545,5.0889,10.178
0.070034,1.4569,5.0923,13.008
0.65992,0.078221,5.3559,10.423
0.9687,0.91588,5.1584,10.197
1.5146,0.14986,5.1672,11.515
0.5654,0.33522,14.424,10.054
2.5478,0.59033,5.506,12.384
0.32272,0.2024,6.5633,13.377
0.0010169,0.0010169,5.0005,10.001
1.5235,0.27567,5.1436,10.2
1.7056,0.025741,5.9122,10.015
1.5558,1.4904,5.0769,10.366
2.0847,0.031153,5.5599,10.007
0.031563,0.24985,5.7827,12.1
1.245,0.25671,8.1044,13.772
0.87701,0.58411,6.1871,12.422
0.37097,0.087221,5.0823,10.334
0.057072,0.057072,5.0285,10.057
0.25013,0.52414,5.2991,10.055
0.23262,0.18016,5.1163,10.233
0.42243,1.6195,6.2786,10.457
0.67863,0.081906,5.3575,11.546
0.2139,2.3449,5.0956,10.429
0.33177,1.2107,5.2351,10.256
0.077636,0.55164,5.0262,11.443
0.75966,0.48176,5.0504,10.001
0.56269,0.22376,5.0935,11.772
1.2585,4.0108,5.648,11.901
0.16439,0.27375,5.9738,10.997
0.52414,0.44543,6.1282,39.943
0.16625,0.57825,5.4446,10.544
0.49209,1.3302,5.0114,13.192
0.77908,0.38774,5.5801,12.619
0.024758,0.024758,5.0124,10.025
0.90746,0.087579,5.4537,10.352
2.4866,1.9733,7.099,10.211
0.40139,0.40139,5.2007,10.401
0.84573,0.41427,11.373,11.532
0.83724,0.10081,6.4309,10.469
0.24524,0.012431,5.1226,10.245
0.93748,0.32777,6.1708,10.813
0.51371,0.011674,5.2569,10.514
2.3742,0.47362,5.1039,10.657
0.038895,0.038895,5.0194,10.039
1.8239,1.722,5.3083,10.419
0.64277,1.5448,5.7724,11.545
0.0087542,0.15097,5.0585,10.475
0.92029,1.1245,6.3018,19.569
0.25699,0.038494,5.3602,10.923
0.21309,0.54467,5.6343,10.584
0.86118,0.086104,5.4306,10.861
0.12072,0.12072,5.0604,10.121
0.15094,0.12192,5.0755,10.151
0.11537,0.042891,7.0484,10.193
2.3975,0.62656,6.1988,10.255
1.4491,0.1067,5.3258,10.685
0.74607,0.33089,6.1208,10.799
0.071023,0.15551,5.3122,18.46
0.85515,0.00012018,5.7248,11.363
0.25277,0.25277,5.1149,10.253
0.41279,2.0086,5.1001,12.009
0.15,0.15,5.075,10.15
1.9939,0.32789,11.515,10.025
2.4912,0.32663,8.1302,15.651
1.165,0.23964,5.1965,10.295
0.3837,1.6471,6.7549,10.184
1.5211,4.6852,5.4596,14.685
0.58243,0.16742,5.66,10.731
0.97002,0.88261,5.1728,10.087
0.77403,0.42751,5.387,10.774
0.29035,0.29035,5.1452,10.027
1.4085,1.7357,5.3888,14.03
0.24921,0.52383,5.1699,12.54
3.7848,0.18113,5.6302,10.553
0.10537,0.10537,5.0527,10.105
0.72552,0.41524,5.3336,10.465
0.7766,0.39265,6.7997,10.261
0.16903,0.18754,5.0938,10.188
0.12746,0.10896,5.3831,10.092
1.5554,0.013403,5.2797,14.413
0.64084,0.40377,5.2831,10.641
0.16252,1.3323,5.0954,10.204
0.23279,0.23279,5.1164,10.233
0.017678,0.26542,5.1508,34.059
0.098351,0.11555,5.2119,10.424
1.5364,2.0748,5.2102,10.692
1.4657,1.4657,5.5099,10.838
0.73141,0.90477,5.1891,10.057
2.4133,0.22072,6.2066,10.989
0.29646,0.29646,5.1074,10.296
1.9618,0.21687,5.0106,10.215
1.4722,1.7952,5.2711,10.126
